line_id,value_date,narration,amount,balance,bank_ref,currency
bank_007800,10-07-2026,CMS TRANSFER FROM SBINR37598392706 RAZORPAY SOFT PVT LTD REF 464532415 BAL 26112871 10072026,81485.57,119231980.80,SBI8856574,INR
bank_002404,2026-07-08,BY TRANSFER-NEFT*AXIS0005831*AXISP908560,"5,419.01","4,05,69,515.05",AXIS9228228,INR
bank_002368,2026-07-24,BY TRANSFER-NEFT*AXIS0004370*AXISP54527802,"62,972.24","4,02,93,265.30",AXIS5119446,INR
bank_003583,23-Jul-2026,MMT/IMPS/ICICR52248377559/Settlement/RAZORPAY/236508936,38356.64,57232149.41,ICICI2852295,INR
bank_004066,2026-07-13,RTGS-AXISP41281455460-RAZORPAY PART 2 OF 2,"1,66,548.92","6,74,62,230.68",AXIS3263176,INR
bank_004256,07/07/2026,NEFT-HDFCN52412923466-RAZORPAY SOFTWARE PRIVATE LIMITED-269395353,"23,435.78","6,87,79,009.29",HDFC6407773,INR
bank_000648,21-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 210726,110.33,11246940.31,SBI9294131,INR
bank_001124,2026-07-08,BY TRANSFER-NEFT*AXIS0004907*AXISP38036678245*RAZORPAY SOFTWARE,"3,80,324.82","1,91,20,274.21",AXIS1573207,INR
bank_001535,2026-07-16,BY TRANSFER-NEFT*AXIS0004438*AXISP70476354754*RAZORPAY SOFTWARE,"8,07,081.65","2,70,90,969.06",AXIS9441042,INR
bank_002119,03/08/2026,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,"1,97,670.23","3,58,95,790.46",HDFC6900793,INR
bank_001734,13-07-2026,TRANSFER FROM SBINR53010147302 RAZORPAY SOFT PVT LTD REF 738006073,640.31,29693242.50,SBI7270366,INR
bank_001195,20/07/2026,NEFT-HDFCN92041318287-RAZORPAY SOFTWARE PRIVATE LIMITED-116114133,"2,28,725.50","2,09,02,260.44",HDFC9779589,INR
bank_006906,2026-07-27,BY TRANSFER-NEFT*AXIS0004698*AXISP43081332232*RAZORPAY SOFTWARE,"17,745.00","10,72,94,404.21",AXIS2897637,INR
bank_006223,09-07-2026,TRANSFER FROM SBINR01705653712 RAZORPAY SOFT PVT LTD REF 405146564,14181.87,98822550.91,SBI1431859,INR
bank_005522,2026-07-21,ACH C- BY TRANSFER-NEFT*AXIS0001372*AXISP86410442588*RAZORPAY SOFTWARE BAL 38446071 21072026,142.00,"8,93,11,604.43",AXIS9782806,INR
bank_006171,10-07-2026,TRANSFER FROM SBINR72585334268 RAZORPAY SOFT PVT LTD REF 706909609,307426.97,98790132.14,SBI1561870,INR
bank_003629,2026-07-30,BY TRANSFER-NEFT*AXIS0008228*AXISP26546050981*RAZORPAY SOFTWARE,"8,902.44","5,82,85,615.83",AXIS3652126,INR
bank_007067,17/07/2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 170726,"25,312.00","10,92,69,059.48",HDFC4690453,INR
bank_000997,22-Jul-2026,MMT/IMPS/ICICR44105543224/Settlement/RAZORPAY/257361774,12655.76,16380715.83,ICICI9186245,INR
bank_002292,20/07/2026,NEFT-HDFCN94857862422-RAZORPAY SOFTWARE PRIVATE LIMITED-296536927,"8,902.37","3,90,20,006.06",HDFC8975248,INR
bank_002760,10-Jul-2026,MMT/IMPS/ICICR16612648,67301.62,43636148.62,ICICI6261675,INR
bank_004306,2026-07-08,NEFT CR RAZORPAY SOFTWARE PVT LTD 080726,"4,959.81","6,93,15,155.02",AXIS2723422,INR
bank_003547,09/11/2026,NEFT-HDFCN70327424698-RAZORPAY SOFTWARE PRIVATE LIMITED-473817807,"33,837.14","5,52,94,837.46",HDFC6721145,INR
bank_003876,2026-07-03,RTGS-AXISP37057570718-RAZORPAY PART 1 OF 2,"1,82,952.20","6,43,01,539.87",AXIS2624415,INR
bank_002751,09-07-2026,TRANSFER FROM SBINR02962222298 RAZORPAY SOFT PVT LTD REF 712035001,387.39,43568847.00,SBI9292235,INR
bank_001024,24/07/2026,CMS NEFT-HDFCN19097681599-RAZORPAY SOFTWARE PRIVATE LIMITED-726407800 BAL 60579168 24072026,"11,070.00","1,72,91,222.01",HDFC4799940,INR
bank_005050,03-Aug-2026,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,756131.10,82788741.18,ICICI6570411,INR
bank_002508,31-Jul-2026,RTGS-ICICR01958470496-RAZORPAY PART 1 OF 2,117975.17,41651631.21,ICICI2072238,INR
bank_006416,30/07/2026,RTGS-HDFCN69376402895-RAZORPAY PART 1 OF 2,"1,69,985.44","10,13,15,262.98",HDFC4892641,INR
bank_007026,15/07/2026,NEFT CR RAZORPAY SOFTWARE PVT LTD,"41,202.42","10,89,10,183.42",HDFC6168999,INR
bank_005649,31-Jul-2026,MMT/IMPS/ICICR31412824894/Settlement/RAZORPAY/329034279,702.23,91461311.00,ICICI6046767,INR
bank_007373,2026-07-16,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,"48,798.84","11,28,67,356.81",AXIS4360745,INR
bank_001281,15-Jul-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 5 BATCHES,754693.67,22140861.43,ICICI7244442,INR
bank_001493,20/07/2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 200726,"13,953.84","2,53,28,204.08",HDFC8387783,INR
bank_004078,21-07-2026,TRANSFER FROM SBINR46570476008 RAZORPAY SOFT PVT LTD REF 735242162,6443.26,67470584.75,SBI9119223,INR
bank_003212,2026-07-14,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,"2,207.38","5,14,38,465.21",AXIS2177934,INR
bank_005082,03-Jul-2026,MMT/IMPS/ICICR15149799193/Settlement/RAZORPAY/666156992,9045.99,83145653.10,ICICI7568483,INR
bank_000599,07-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD,30730.25,11205008.88,ICICI9371145,INR
bank_001743,13-Jul-2026,MMT/IMPS/ICICR26314317423/Settlement/RAZORPAY/844962198,5112.22,29698354.72,ICICI3525996,INR
bank_001298,2026-07-07,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,"85,890.13","2,22,26,751.56",AXIS3840242,INR
bank_001110,2026-07-04,NEFT INWARD RVSL8816522348 RAZORPAY SOFTWARE,"96,663.70","1,88,36,613.09",AXIS9327938,INR
bank_002107,27-07-2026,TRANSFER FROM SBINR58552,56741.09,35692120.63,SBI9881757,INR
bank_007333,2026-07-22,BY TRANSFER-NEFT*AXIS0003457*AXISP20993472071*RAZORPAY SOFTWARE,"89,441.72","11,24,28,612.18",AXIS6262039,INR
bank_005331,03-Aug-2026,MMT/IMPS/ICICR07450550945/Settlement/RAZORPAY/213017852,3892.00,85524916.78,ICICI5876587,INR
bank_001857,04-08-2026,TRANSFER FROM SBINR35962203626 RAZORPAY SOFT PVT LTD REF 149734702,84124.00,31858847.95,SBI9295107,INR
bank_002051,29/07/2026,NEFT CR RAZORPAY SOFTWARE PVT LTD,"54,754.49","3,52,98,180.94",HDFC2491224,INR
bank_004884,21-07-2026,NEFT RETURN RVSL9414047607 BENEFICIARY ACCOUNT CLOSED,-244215.39,80142993.10,SBI1485785,INR
bank_002447,17-07-2026,TRANSFER FROM SBINR07722221538 RAZORPAY SOFT PVT LTD REF 385142757,933.62,40645231.77,SBI7705541,INR
bank_005690,20/07/2026,NEFT INWARD RVSL3915252086 RAZORPAY SOFTWARE,"1,30,827.24","9,20,94,580.80",HDFC6141101,INR
bank_006039,28-Jul-2026,MMT/IMPS/ICICR54613462505/Settlement/RAZORPAY/441215633,7323.00,96263768.07,ICICI8995229,INR
bank_004930,27-07-2026,TRANSFER FROM SBINR71922401913 RAZORPAY SOFT PVT LTD REF 117554659,88121.00,80714203.58,SBI2680267,INR
bank_006401,2026-07-08,NEFT RETURN RVSL2101722771 BENEFICIARY ACCOUNT CLOSED,"-2,26,093.91","10,11,36,051.58",AXIS3223990,INR
bank_003417,17-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD,22251.38,53372959.90,ICICI5749513,INR
bank_006027,31-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 310726,11131.00,96251409.07,SBI5121104,INR
bank_004681,2026-07-17,BY TRANSFER-NEFT*AXIS0002043*AXISP03693329853*RAZORPAY SOFTWARE,"35,209.42","7,49,52,944.80",AXIS1155593,INR
bank_007409,09-11-2026,TRANSFER FROM SBINR91225756477 RAZORPAY SOFT PVT LTD REF 893445282,103.50,113001528.25,SBI5054182,INR
bank_005095,27-07-2026,TRANSFER FROM SBINR46882622345 RAZORPAY SOFT PVT LTD REF 665366217,10974.06,83156627.16,SBI7722888,INR
bank_003877,2026-07-03,RTGS-AXISP37057570718-RAZORPAY PART 2 OF 2,"1,82,952.21","6,44,84,492.08",AXIS4808121,INR
bank_001499,2026-07-13,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,"28,574.35","2,53,56,778.43",AXIS1590126,INR
bank_002098,10/07/2026,NEFT-HDFCN50682666398-RAZORPAY SOFTWARE PRIVATE LIMITED-855902157,"8,686.00","3,56,35,379.54",HDFC8208333,INR
bank_006364,2026-08-03,BY TRANSFER-NEFT*AXIS0006349*AXISP82742114059*RAZORPAY SOFTWARE,"1,15,055.68","9,99,33,084.19",AXIS7783072,INR
bank_006863,2026-07-03,BY TRANSFER-NEFT*AXIS0008759*AXISP82963844055*RAZORPAY SOFTWARE,"9,30,880.88","10,69,26,875.64",AXIS1163378,INR
bank_001863,2026-07-14,BY TRANSFER-NEFT*AXIS0005717*AXISP69243095820*RAZORPAY SOFTWARE,"9,146.92","3,18,67,994.87",AXIS8653148,INR
bank_004811,2026-11-09,BY TRANSFER-NEFT*AXIS0001676*AXISP73256498270*RAZORPAY SOFTWARE,"9,125.05","7,83,58,156.02",AXIS1082211,INR
bank_002335,15-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 150726,488478.00,39571872.78,SBI5603171,INR
bank_004555,29-Jul-2026,MMT/IMPS/ICICR67349132513/Settlement/RAZORPAY/961573108,63389.12,72673299.41,ICICI2772555,INR
bank_004546,2026-07-17,INB BY TRANSFER-NEFT*AXIS0009281*AXISP41723945312*RAZORPAY SOFTWARE BAL 29942474 17072026,"1,949.75","7,26,09,910.29",AXIS4536654,INR
bank_005443,07-Jul-2026,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,8986.79,88636551.19,ICICI4466982,INR
bank_000707,2026-07-08,BY TRANSFER-NEFT*AXIS0001567*AXISP63733226549*RAZORPAY SOFTWARE,"5,590.99","1,14,45,636.67",AXIS8019211,INR
bank_005967,21-07-2026,TRANSFER FROM SBINR34487535090 RAZORPAY SOFT PVT LTD REF 119953328,65346.00,95994020.39,SBI6579072,INR
bank_003195,2026-07-28,BY TRANSFER-NEFT*AXIS0006156*AXISP36336814850*RAZORPAY SOFTWARE,"9,806.73","5,14,34,761.52",AXIS6535834,INR
bank_005249,10-07-2026,TRANSFER FROM SBINR05523947532 RAZORPAY SOFT PVT LTD REF 295915209,4121.38,85222574.38,SBI5279237,INR
bank_001682,03-Jul-2026,RTGS-ICICR75535745453-RAZORPAY PART 1 OF 2,122938.79,29484728.75,ICICI1785245,INR
bank_005682,13/07/2026,NEFT-HDFCN54269643045-RAZORPAY SOFTWARE PRIVATE LIMITED-444027044,"6,176.71","9,19,09,013.55",HDFC1501658,INR
bank_007731,28-Jul-2026,MMT/IMPS/ICICR42426694350/Settlement/RAZORPAY/438452410,784608.00,117662230.54,ICICI9119703,INR
bank_003073,08-Jul-2026,MMT/IMPS/ICICR97773281411/Settlement/RAZORPAY/738012601,5434.00,49327648.61,ICICI8758803,INR
bank_005200,2026-07-23,BY TRANSFER-NEFT*AXIS0004359*AXISP21582174262*RAZORPAY SOFTWARE,273.00,"8,37,95,961.14",AXIS2583623,INR
bank_007832,07-Jul-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD,64766.81,119618343.03,ICICI8224712,INR
bank_002158,04-Aug-2026,MMT/IMPS/ICICR42502561377/Settlement/RAZORPAY/971547691,7386.42,36896388.23,ICICI1788366,INR
bank_002854,16/07/2026,NEFT-HDFCN26718565151-RAZORPAY SOFTWARE PRIVATE LIMITED-268214163,"5,939.00","4,54,79,481.98",HDFC7121969,INR
bank_006939,27/07/2026,NEFT-HDFCN67874923398-RAZORPAY SOFTWARE PRIVATE LIMITED-735276939,"36,734.11","10,84,58,924.08",HDFC7269672,INR
bank_005590,04-Aug-2026,MMT/IMPS/ICICR07802524533/Settlement/RAZORPAY/901857527,50341.84,90284746.52,ICICI1578286,INR
bank_004072,2026-07-24,BY TRANSFER-NEFT*AXIS0009935*AXISP90483002470*RAZORPAY SOFTWARE,"1,910.81","6,74,64,141.49",AXIS4161762,INR
bank_005125,13-Jul-2026,MMT/IMPS/ICICR06176326,4999.00,83231896.82,ICICI6843231,INR
bank_000920,27-Jul-2026,MMT/IMPS/ICICR89601352448/Settlement/RAZORPAY/134924313,85373.00,14115049.11,ICICI6887487,INR
bank_003617,03/07/2026,NEFT CR RAZORPAY SOFTWARE PVT LTD,"81,360.73","5,82,76,388.25",HDFC2948034,INR
bank_003701,27-07-2026,TRANSFER FROM SBINR16763411166 RAZORPAY SOFT PVT LTD REF 710718652,10957.64,59599713.80,SBI5382370,INR
bank_002799,31-Jul-2026,MMT/IMPS/ICICR89695878855/Settlement/RAZORPAY/425249552,9010.22,44565923.59,ICICI4734438,INR
bank_005943,28-Jul-2026,MMT/IMPS/ICICR41283767025/Settlement/RAZORPAY/257705085,2427.69,95872008.23,ICICI8560177,INR
bank_005706,03/07/2026,NEFT-HDFCN21576411205-RAZORPAY SOFTWARE PRIVATE LIMITED-684234261,"1,669.72","9,21,32,160.18",HDFC5178997,INR
bank_006591,2026-07-06,BY TRANSFER-NEFT*AXIS0004466*AXISP16508744873*RAZORPAY SOFTWARE,"7,125.71","10,38,88,769.64",AXIS5168104,INR
bank_001210,10-Jul-2026,MMT/IMPS/ICICR76877453976/Settlement/RAZORPAY/909898607,8690.71,20943644.02,ICICI7122248,INR
bank_004740,10/07/2026,NEFT-HDFCN21209513609-RAZORPAY SOFTWARE PRIVATE LIMITED-228044257,"1,38,407.78","7,78,51,685.58",HDFC9124476,INR
bank_005403,22/07/2026,NEFT-HDFCN31838676,"6,67,073.00","8,83,91,256.12",HDFC4822660,INR
bank_004997,09-11-2026,TRANSFER FROM SBINR63666714261 RAZORPAY SOFT PVT LTD REF 765601884,991.00,81600340.36,SBI4460340,INR
bank_001804,20-07-2026,CMS TRANSFER FROM SBINR65287965997 RAZORPAY SOFT PVT LTD REF 897152463 BAL 47785343 20072026,1316.80,31361599.76,SBI2431573,INR
bank_000857,07/07/2026,NEFT-HDFCN30089578589-RAZORPAY SOFTWARE PRIVATE LIMITED-244998305,"6,257.00","1,36,40,215.35",HDFC1706930,INR
bank_006119,10/07/2026,NEFT-HDFCN26099484468-RAZORPAY SOFTWARE PRIVATE LIMITED-743675350,"93,460.22","9,82,44,586.63",HDFC5545429,INR
bank_007058,09/11/2026,NEFT-HDFCN10482791921-RAZORPAY SOFTWARE PRIVATE LIMITED-312339562,"1,688.00","10,92,43,747.48",HDFC8691386,INR
bank_007342,03-08-2026,TRANSFER FROM SBINR96545925743 RAZORPAY SOFT PVT LTD REF 108921937,4644.18,112433256.36,SBI9154383,INR
bank_007152,15/07/2026,NEFT-HDFCN47763584211-RAZORPAY SOFTWARE PRIVATE LIMITED-960564635,"20,847.75","10,99,80,770.89",HDFC2687967,INR
bank_001509,03-Aug-2026,RTGS-ICICR21925677060-RAZORPAY PART 2 OF 2,114976.16,25586730.75,ICICI7804546,INR
bank_002990,06-07-2026,TRANSFER FROM SBINR58287646725 RAZORPAY SOFT PVT LTD REF 983327537,683.00,49000451.38,SBI8037282,INR
bank_001667,17-Jul-2026,INTEREST CREDIT SAVINGS ACCOUNT QUARTERLY,426532.83,29356306.96,ICICI6878123,INR
bank_000935,2026-07-08,INTEREST CREDIT SAVINGS ACCOUNT QUARTERLY,"3,71,613.59","1,46,85,748.54",AXIS4587427,INR
bank_000018,2026-07-14,NEFT CR RAZORPAY SOFTWARE PVT LTD 140726,"50,814.41","5,09,327.41",AXIS2003039,INR
bank_001108,2026-07-24,INB BY TRANSFER-NEFT*AXIS0001858*AXISP63256075323*RAZORPAY SOFTWARE BAL 69184347 24072026,284.65,"1,87,39,949.39",AXIS7737149,INR
bank_007859,22-Jul-2026,INB MMT/IMPS/ICICR62726961446/Settlement/RAZORPAY/548436073 BAL 91942382 22072026,10071.12,119677005.15,ICICI5842993,INR
bank_000328,2026-08-12,BY TRANSFER-NEFT*AXIS0006932*AXISP97408658119*RAZORPAY SOFTWARE,"6,329.44","65,28,751.41",AXIS7587839,INR
bank_003541,03-Aug-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,580677.74,55261000.32,ICICI6890417,INR
bank_004084,14/07/2026,NEFT-HDFCN74129700470-RAZORPAY SOFTWARE PRIVATE LIMITED-808779268,"5,812.60","6,74,76,397.35",HDFC4022622,INR
bank_007821,2026-07-17,RTGS-AXISP35262679514-RAZORPAY PART 1 OF 2,"1,15,249.27","11,94,38,326.95",AXIS9253821,INR
bank_000024,03-08-2026,TRANSFER FROM SBINR22440403621 RAZORPAY SOFT PVT LTD REF 662371779,5848.86,515176.27,SBI4723327,INR
bank_001090,31-07-2026,TRANSFER FROM SBINR50947481,15171.15,17904202.43,SBI8989473,INR
bank_000612,06/07/2026,NEFT-HDFCN90402936637-RAZORPAY SOFTWARE PRIVATE LIMITED-568052362,"27,799.10","1,12,32,807.98",HDFC9622611,INR
bank_003315,29-07-2026,TRANSFER FROM SBINR24542161437 RAZORPAY SOFT PVT LTD REF 905415374,669296.13,52966833.18,SBI2429572,INR
bank_004419,31/07/2026,NEFT-HDFCN59833589536-RAZORPAY SOFTWARE PRIVATE LIMITED-207268151,"8,00,763.14","7,04,64,064.15",HDFC5287986,INR
bank_004779,08-07-2026,TRANSFER FROM SBINR41424115597 RAZORPAY SOFT PVT LTD REF 664478356,57726.10,78199276.72,SBI8835750,INR
bank_005810,07/07/2026,NEFT-HDFCN49948731458-RAZORPAY SOFTWARE PRIVATE LIMITED-151341556,"92,695.52","9,40,76,400.43",HDFC7390045,INR
bank_000535,03/07/2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 030726,"1,38,480.25","1,09,00,781.53",HDFC2180882,INR
bank_000443,07-Jul-2026,MMT/IMPS/ICICR80521576236/Settlement/RAZORPAY/691428713,105.45,8645535.84,ICICI3316335,INR
bank_004166,03-08-2026,TRANSFER FROM SBINR01953574930 RAZORPAY SOFT PVT LTD REF 965001843,265871.14,68374521.03,SBI9441030,INR
bank_002641,03/08/2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 030826,"9,710.30","4,23,02,300.88",HDFC7607214,INR
bank_007280,13-Aug-2026,MMT/IMPS/ICICR91389841167/Settlement/RAZORPAY/285987821,72117.05,111758130.46,ICICI5163901,INR
bank_002456,08/07/2026,NEFT-HDFCN43777965002-RAZORPAY SOFTWARE PRIVATE LIMITED-608178482,"61,986.78","4,07,07,218.55",HDFC9705375,INR
bank_003019,2026-07-24,RTGS CONSOLIDATED PAYOUT RAZORPAY 3 BATCHES,"28,709.45","4,90,68,115.42",AXIS8185480,INR
bank_004437,17-Jul-2026,MMT/IMPS/ICICR6766,610.00,70533021.59,ICICI8171563,INR
bank_003233,2026-07-22,BY TRANSFER-NEFT*AXIS0002569*AXISP09453668507*RAZORPAY SOFTWARE,"1,393.81","5,14,63,758.70",AXIS6916418,INR
bank_004890,14/07/2026,NEFT-HDFCN29628394663-RAZORPAY SOFTWARE PRIVATE LIMITED-339720101,115.22,"8,01,43,108.32",HDFC2981057,INR
bank_006349,03/08/2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 6 BATCHES,"81,791.04","9,97,72,284.90",HDFC5356756,INR
bank_002011,2026-07-14,BY TRANSFER-NEFT*AXIS0005984*AXISP44028995661*RAZORPAY SOFTWARE,"98,657.88","3,41,52,578.08",AXIS9164120,INR
bank_007320,15-Jul-2026,RTGS INWARD WORKING CAPITAL DISBURSAL 400652120,457358.05,112339170.46,ICICI9763494,INR
bank_001231,2026-07-30,BY TRANSFER-NEFT*AXIS0006077*AXISP44692600919*RAZORPAY SOFTWARE,732.89,"2,09,44,831.29",AXIS4973434,INR
bank_005541,21-07-2026,TRANSFER FROM SBINR48980920638 RAZORPAY SOFT PVT LTD REF 843804400,199198.80,89511097.13,SBI1012183,INR
bank_004387,2026-07-07,BY TRANSFER-NEFT*AXIS0004662*AXISP73107927589*RAZORPAY SOFTWARE,594.47,"6,96,51,347.83",AXIS3427685,INR
bank_000947,09-Jul-2026,BY TRF MMT/IMPS/ICICR96509673532/Settlement/RAZORPAY/854648836 BAL 53960981 09072026,5570.21,15005043.88,ICICI5916041,INR
bank_003025,2026-07-16,BY TRANSFER-NEFT*AXIS0001222*AXISP68052795964*RAZORPAY SOFTWARE,"1,79,694.76","4,92,47,810.18",AXIS9780342,INR
bank_001650,08-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 080726,1341.34,27852735.04,SBI8461862,INR
bank_004262,08-Jul-2026,MMT/IMPS/ICICR36840137217/Settlement/RAZORPAY/509009727,68961.00,68847970.29,ICICI3337004,INR
bank_000251,30-Jul-2026,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,203650.44,5636687.94,ICICI9498721,INR
bank_007177,08-07-2026,TRANSFER FROM SBINR87957324490 RAZORPAY SOFT PVT LTD REF 857590995,31517.38,110013436.09,SBI3037055,INR
bank_002793,17/07/2026,NEFT-HDFCN34430458601-RAZORPAY SOFTWARE PRIVATE LIMITED-545112409,"1,36,256.47","4,45,56,913.37",HDFC3649597,INR
bank_003065,23/07/2026,NEFT-HDFCN35407625987-RAZORPAY SOFTWARE PRIVATE LIMITED-492138144,439.00,"4,92,61,204.45",HDFC6593895,INR
bank_004120,13-07-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 4 BATCHES,510121.36,67992963.59,SBI9131616,INR
bank_003218,13-07-2026,TRANSFER FROM SBINR34927114883 RAZORPAY SOFT PVT LTD REF 765468046,5136.20,51443601.41,SBI2993253,INR
bank_006296,04-08-2026,ACH C- TRANSFER FROM SBINR90901047353 RAZORPAY SOFT PVT LTD REF 577172373 BAL 23485282 04082026,349.00,99675778.01,SBI2907855,INR
bank_004599,23-07-2026,TRANSFER FROM SBINR22912475877 RAZORPAY SOFT PVT LTD REF 570588761,80986.08,74538322.60,SBI2918579,INR
bank_006964,17-08-2026,TRANSFER FROM SBINR31985506659 RAZORPAY SOFT PVT LTD REF 889682182,7753.06,108476434.12,SBI5162865,INR
bank_003224,14-Jul-2026,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,18763.48,51462364.89,ICICI3830970,INR
bank_005973,2026-07-28,NEFT INWARD RAZORPAY SOFTWARE PRIVATE LIMITED,313.80,"9,59,94,334.19",AXIS8016317,INR
bank_005499,03-Aug-2026,MMT/IMPS/ICICR20020786155/Settlement/RAZORPAY/867571604,3282.00,89263290.76,ICICI2061170,INR
bank_007274,09-07-2026,TRANSFER FROM SBINR17161445114 RAZORPAY SOFT PVT LTD REF 234437192,629.00,111686013.41,SBI8363836,INR
bank_001826,08-Jul-2026,MMT/IMPS/ICICR20834955145/Settlement/RAZORPAY/266457775,55940.93,31420748.30,ICICI1658983,INR
bank_006476,04/08/2026,BY TRF NEFT-HDFCN81241373573-RAZORPAY SOFTWARE PRIVATE LIMITED-923756351 BAL 24849951 04082026,"8,211.00","10,29,38,526.98",HDFC8307485,INR
bank_007524,28/07/2026,CMS NEFT-HDFCN48693709362-RAZORPAY SOFTWARE PRIVATE LIMITED-719205682 BAL 24233778 28072026,108.51,"11,46,26,662.73",HDFC2142679,INR
bank_006423,14/07/2026,NEFT-HDFCN48617346540-RAZORPAY SOFTWARE PRIVATE LIMITED-655839301,"3,99,970.99","10,18,85,219.41",HDFC5901641,INR
bank_001072,14-07-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 5 BATCHES,17479.01,17768455.82,SBI3782612,INR
bank_006669,16-Jul-2026,BY TRF MMT/IMPS/ICICR53795315787/Settlement/RAZORPAY/864145842 BAL 81747711 16072026,923.00,104868772.63,ICICI9413648,INR
bank_006460,2026-07-28,BY TRANSFER-NEFT*AXIS0008473*AXISP33963974128*RAZORPAY SOFTWARE,"14,546.04","10,28,83,109.52",AXIS4795441,INR
bank_006952,2026-07-07,BY TRANSFER-NEFT*AXIS0009889*AXISP80362875241*RAZORPAY SOFTWARE,"9,756.98","10,84,68,681.06",AXIS5348446,INR
bank_001547,03-07-2026,TRANSFER FROM SBINR98637586417 RAZORPAY SOFT PVT LTD REF 489489874,6160.71,27103489.77,SBI2677445,INR
bank_001851,14-07-2026,RTGS CONSOLIDATED PAYOUT RAZORPAY 5 BATCHES,353975.65,31774723.95,SBI2554607,INR
bank_007838,2026-07-22,BY TRANSFER-NEFT*AXIS0005430*AXISP82448143098*RAZORPAY SOFTWARE,"9,698.00","11,96,28,041.03",AXIS2407969,INR
bank_003334,23-07-2026,NEFT CR RAZORPAY SOFTWARE PVT LTD 230726,674.53,53041928.33,SBI2335817,INR
bank_003144,30-07-2026,TRANSFER FROM SBINR19082222536 RAZORPAY SOFT PVT LTD REF 127131482,8255.32,50120608.52,SBI9755402,INR
bank_003002,20/07/2026,NEFT-HDFCN79226041195-RAZORPAY SOFTWARE PRIVATE LIMITED-230731440,"35,626.59","4,90,39,405.97",HDFC5079570,INR
bank_005394,2026-07-16,NEFT CR RAZORPAY SOFTWARE PVT LTD 160726,112.42,"8,77,24,183.12",AXIS4247453,INR
bank_007433,2026-07-28,BY TRANSFER-NEFT*AXIS0009272*AXISP26848,"6,656.31","11,30,08,886.56",AXIS7781724,INR
bank_007010,20-07-2026,TRANSFER FROM SBINR70435156493 RAZORPAY SOFT PVT LTD REF 609390085,449.00,108805448.55,SBI3312198,INR
bank_001944,30/07/2026,NEFT-HDFCN32263437874-RAZORPAY SOFTWARE PRIVATE LIMITED-826714972,"1,420.26","3,28,51,346.26",HDFC9517782,INR
bank_005749,20-Jul-2026,MMT/IMPS/ICICR39136141964/Settlement/RAZORPAY/751946344,59557.06,93497260.62,ICICI3916750,INR
bank_007692,09/07/2026,RTGS-HDFCN12465333680-RAZORPAY PART 2 OF 2,"1,59,192.29","11,64,18,720.40",HDFC7511699,INR
bank_002416,2026-07-09,BY TRANSFER-NEFT*AXIS0008541*AXISP60784076290*RAZORPAY SOFTWARE,"18,635.83","4,05,88,150.88",AXIS1275081,INR
bank_004037,03/08/2026,NEFT-HDFCN57221137646-RAZORPAY SOFTWARE PRIVATE LIMITED-911281860,760.00,"6,70,95,898.62",HDFC4847245,INR
bank_002341,28-Jul-2026,MMT/IMPS/ICICR59055263809/Settlement/RAZORPAY/852798287,653234.04,40225106.82,ICICI1862164,INR
bank_002835,2026-07-21,NEFT INWARD RVSL1534450980 RAZORPAY SOFTWARE,"1,49,082.57","4,47,90,871.46",AXIS6114959,INR
bank_007613,03/08/2026,NEFT-HDFCN35634238599-RAZORPAY SOFTWARE PRIVATE LIMITED-421356966,"55,554.89","11,51,90,353.02",HDFC2507040,INR
bank_003111,31-07-2026,NEFT RETURN RVSL1680358331 BENEFICIARY ACCOUNT CLOSED,-220943.03,49890120.03,SBI5963912,INR
bank_003166,08-07-2026,RTGS-SBINR06153794339-RAZORPAY PART 2 OF 2,153512.93,50428847.07,SBI2056386,INR
bank_001096,23-Jul-2026,MMT/IMPS/ICICR94444248212/Settlement/RAZORPAY/615224038,21371.75,17925574.18,ICICI1943465,INR
